publisher,code,text,count,category,category_year
raleigh_int,0.0.0,No messages for publisher,0,<=1M,2018
ran,0.0.0,No messages for publisher,0,<=1M,2019
rc,6.9.1,The provider and receiver organisation must have an organisation identifier or a narrative.,1,> 100M & <= 1B,2019
rc,7.5.3,Budget Period must not be longer than one year.,4,> 100M & <= 1B,2019
rc,9.76.1,The OECD DAC sector is invalid.,2,> 100M & <= 1B,2019
rc,7.5.2,Budget Value must include a Value Date.,3,> 100M & <= 1B,2019
rc,4.1.1,The activity should specify a default language OR the language must be specified for each narrative element.,3,> 100M & <= 1B,2019
rc,6.6.2,Sectors must only be declared at activity level OR for all transactions.,1,> 100M & <= 1B,2019
rc,9.90.1,The OECD DAC sector is invalid.,1,> 100M & <= 1B,2019
rc2africa,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,1,<=1M,2018
rc4d,6.9.1,The organisation must have an identifier or a narrative.,2,<=1M,2019
rc4d,11.2.1,The transaction date must not be in the future.,2,<=1M,2019
rc4d,3.4.4,"For a single recipient country or region, the percentage must either be omitted, or set to 100.",1,<=1M,2019
rcel,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",1,> 1M & <= 10M,2020
rcgp-international,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
rcn,6.9.1,The organisation must have an identifier or a narrative.,6,> 1M & <= 10M,2019
rcn,8.10.1,"The actual must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",1,> 1M & <= 10M,2019
rcn,8.10.2,The @value should be a valid number for all non-qualitative measures.,3,> 1M & <= 10M,2019
rcn,6.14.1,"When using a policy marker for vocabulary 1, it must include a significance.",1,> 1M & <= 10M,2019
rcn,8.9.2,The @value should be a valid number for all non-qualitative measures.,4,> 1M & <= 10M,2019
rcn,8.8.1,"The baseline must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",1,> 1M & <= 10M,2019
rcn,11.2.1,The transaction date must not be in the future.,1,> 1M & <= 10M,2019
rcn,11.2.2,The transaction value date must not be in the future.,1,> 1M & <= 10M,2019
rcog_resilience_in_obstetric_skills,2.2.1,"When using a reporting organisation sector code, it must include a narrative.",1,<=1M,2018
rcog_resilience_in_obstetric_skills,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,<=1M,2018
reach-iraq,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,1,<=1M,2018
redbarnet,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",2,> 10M & <= 100M,2018
redeenkind,7.5.3,Budget Period must not be longer than one year.,1,> 1M & <= 10M,2020
redeenkind,1.15.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2020
redeenkind,4.4.1,The description has no narrative content.,3,> 1M & <= 10M,2020
redeenkind,1.8.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2020
redruk,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",1,<=1M,2020
redruk,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",1,<=1M,2020
redruk,3.4.1,"When multiple recipient countries or regions are declared, each must have a percentage.",1,<=1M,2020
redruk,1.5.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2020
redruk,1.9.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2020
rem,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
resilience,8.9.3,The @value should be omitted for qualitative measures.,1,No spend data for 2018-2020,
resilience,8.10.3,The @value should be omitted for qualitative measures.,1,No spend data for 2018-2020,
resilience,8.11.1,"If a result has a reference code, the indicator must not have a reference code.",1,No spend data for 2018-2020,
restartcenter,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
restless,7.5.3,Budget Period must not be longer than one year.,2,> 1M & <= 10M,2018
restless,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,> 1M & <= 10M,2018
restless,1.10.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
restless,1.4.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
restless,1.15.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
restless,1.5.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
restless,8.6.3,The start of the period must be before the end of the period.,1,> 1M & <= 10M,2018
restless,1.10.13,"The identifier must not contain any of the symbols /, &, | or ?.",1,> 1M & <= 10M,2018
retrak,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
rfpap,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",1,No spend data for 2018-2020,
rfpap,7.5.2,Budget Value must include a Value Date.,1,No spend data for 2018-2020,
rfpap,4.1.1,"The activity should specify a default language, or the language must be specified for each narrative element.",1,No spend data for 2018-2020,
rfpap,1.4.1,The identifier should not start or end with spaces or newlines.,1,No spend data for 2018-2020,
rfpap,6.1.5,The document format must be present.,1,No spend data for 2018-2020,
rfuk,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",1,> 1M & <= 10M,2018
ri-uk,6.9.1,The organisation must have an identifier or a narrative.,1,> 1M & <= 10M,2019
ri-uk,7.5.3,Budget Period must not be longer than one year.,1,> 1M & <= 10M,2019
ri-uk,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,> 1M & <= 10M,2019
ri-uk,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,1,> 1M & <= 10M,2019
ri-uk,8.8.2,The @value should be a valid number for all non-qualitative measures.,1,> 1M & <= 10M,2019
ri-uk,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",1,> 1M & <= 10M,2019
ri-uk,1.15.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2019
ri-uk,6.14.1,"When using a policy marker for vocabulary 1, it must include a significance.",5,> 1M & <= 10M,2019
riia,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
rikolto,6.13.1,"When using a reporting organisation policy marker, it must include a narrative.",12,> 1M & <= 10M,2018
rikolto,4.4.1,The description has no narrative content.,5,> 1M & <= 10M,2018
rikolto_belgium,6.13.1,"When using a reporting organisation policy marker, it must include a narrative.",1,> 1M & <= 10M,2018
rikolto_belgium,11.2.1,The transaction date must not be in the future.,1,> 1M & <= 10M,2018
rikolto_belgium,4.4.1,The description has no narrative content.,1,> 1M & <= 10M,2018
rkiv,8.8.2,The @value should be a valid number for all non-qualitative measures.,1,> 1M & <= 10M,2018
rlb,7.5.3,Budget Period must not be longer than one year.,1,> 1M & <= 10M,2019
rlb,8.8.3,The baseline value should be omitted for qualitative measures.,1,> 1M & <= 10M,2019
rmf,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
rmf-lb,8.8.1,"The baseline must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",1,<=1M,2020
rnli_international,0.0.0,No messages for publisher,0,<=1M,2020
rojiroti,7.5.3,Budget Period must not be longer than one year.,1,No spend data for 2018-2020,
rspb_,6.2.2,"Each activity must have a specified Sector Classification, at either activity level, or for ALL transactions.",1,No spend data for 2018-2020,
rtp,6.13.1,"When using a reporting organisation policy marker, it must include a narrative.",1,<=1M,2018
ruaf,6.9.1,The organisation must have an identifier or a narrative.,1,<=1M,2018
rutgers,6.9.1,The organisation must have an identifier or a narrative.,17,> 10M & <= 100M,2018
rutgers,8.10.3,The @value should be omitted for qualitative measures.,2,> 10M & <= 100M,2018
rutgers,8.10.2,The @value should be a valid number for all non-qualitative measures.,8,> 10M & <= 100M,2018
rutgers,8.8.2,The @value should be a valid number for all non-qualitative measures.,1,> 10M & <= 100M,2018
rutgers,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",4,> 10M & <= 100M,2018
rutgers,8.9.2,The @value should be a valid number for all non-qualitative measures.,10,> 10M & <= 100M,2018
rutgers,8.8.1,"The baseline must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",4,> 10M & <= 100M,2018
rutgers,3.1.1,Percentages are missing for one or more recipient countries.,1,> 10M & <= 100M,2018
rutgers,3.4.1,Percentages are missing for one or more recipient countries or regions.,12,> 10M & <= 100M,2018
rutgers,4.4.1,The description has no narrative content.,5,> 10M & <= 100M,2018
rvo,11.1.5,The actual end date of the activity must not be in the future.,2,> 100M & <= 1B,2018
rvo,2.1.2,"Percentages for sectors, within a vocabulary (e.g. 1 - OECD DAC), must add up to 100%.",1999,> 100M & <= 1B,2018
rvo,2.1.4,"For a single sector, the percentage must either be omitted, or set to 100.",1753,> 100M & <= 1B,2018
rvo,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,34,> 100M & <= 1B,2018
rvo,8.9.3,The @value should be omitted for qualitative measures.,13,> 100M & <= 1B,2018
rvo,8.10.3,The @value should be omitted for qualitative measures.,5,> 100M & <= 1B,2018
rvo,8.10.1,"The actual must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",2,> 100M & <= 1B,2018
rvo,8.10.2,The @value should be a valid number for all non-qualitative measures.,624,> 100M & <= 1B,2018
rvo,8.8.2,The @value should be a valid number for all non-qualitative measures.,1,> 100M & <= 1B,2018
rvo,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",512,> 100M & <= 1B,2018
rvo,8.9.2,The @value should be a valid number for all non-qualitative measures.,828,> 100M & <= 1B,2018
rvo,6.2.2,"Each activity must have a specified Sector Classification, at either activity level, or for ALL transactions.",15,> 100M & <= 1B,2018
rvo,9.50.1,The recipient country code is invalid.,2,> 100M & <= 1B,2018
rvo,9.60.1,The indicator measure is invalid.,2,> 100M & <= 1B,2018
rvo,9.42.1,The organisation type is invalid.,1,> 100M & <= 1B,2018
rvo,11.1.3,The actual start date must be before the actual end date.,5,> 100M & <= 1B,2018
rvo,11.1.4,The actual start date of the activity must not be in the future.,5,> 100M & <= 1B,2018
rvo,4.3.1,The title has no narrative content.,3,> 100M & <= 1B,2018
rvo,9.25.1,The default tied aid status code is invalid.,41,> 100M & <= 1B,2018
rvo,9.21.1,The default aid type is invalid.,297,> 100M & <= 1B,2018
rvo,11.1.2,The planned start date must be before the planned end date.,1,> 100M & <= 1B,2018
rvo,4.4.1,The description has no narrative content.,19,> 100M & <= 1B,2018
rvo,8.8.3,The @value should be omitted for qualitative measures.,25,> 100M & <= 1B,2018
rvo,9.23.1,The default finance type is invalid.,44,> 100M & <= 1B,2018
rvo,9.41.1,The organisation role is invalid.,2,> 100M & <= 1B,2018
rvo,9.5.1,The activity status code is invalid.,17,> 100M & <= 1B,2018
rvo,9.24.1,The default flow type is invalid.,238,> 100M & <= 1B,2018
rvo,6.11.1,The activity must have a planned or actual start date.,13,> 100M & <= 1B,2018
rvo,3.1.2,"Percentages for recipient countries, must add up to 100%.",2,> 100M & <= 1B,2018
rvo,9.10.1,The collaboration type is invalid.,337,> 100M & <= 1B,2018
sac_kenya,107.2.1,The transaction should also contain a code from the OECD DAC aid type vocabulary.,1,<=1M,2019
sacbc,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
sacethiopia,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,2,No spend data for 2018-2020,
sacethiopia,107.2.1,The transaction should also contain a code from the DAC Type of Aid vocabulary.,1,No spend data for 2018-2020,
sacu,9.76.1,The OECD DAC sector is invalid.,1,No spend data for 2018-2020,
sacu,1.15.13,"The identifier must not contain any of the symbols /, &, | or ?.",1,No spend data for 2018-2020,
sacu,1.14.8,The reporting-org identifier does not start with a known prefix.,1,No spend data for 2018-2020,
sacu,6.6.2,Sectors are present at both the activity AND transaction level. Sectors should only be present at activity OR transaction level.,1,No spend data for 2018-2020,
sacu,9.90.1,The OECD DAC sector is invalid.,1,No spend data for 2018-2020,
saferworld,7.5.3,Budget Period must not be longer than one year.,1,> 10M & <= 100M,2018
saferworld,8.9.3,The @value should be omitted for qualitative measures.,1,> 10M & <= 100M,2018
saferworld,8.10.1,"The actual must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",1,> 10M & <= 100M,2018
saferworld,8.10.2,The @value should be a valid number for all non-qualitative measures.,4,> 10M & <= 100M,2018
saferworld,1.10.1,The identifier should not start or end with spaces or newlines.,1,> 10M & <= 100M,2018
saferworld,1.4.1,The identifier should not start or end with spaces or newlines.,1,> 10M & <= 100M,2018
saferworld,8.9.2,The @value should be a valid number for all non-qualitative measures.,4,> 10M & <= 100M,2018
saferworld,8.8.1,"The baseline must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",2,> 10M & <= 100M,2018
saferworld,3.4.1,Percentages are missing for one or more recipient countries or regions.,2,> 10M & <= 100M,2018
saferworld,1.5.1,The identifier should not start or end with spaces or newlines.,1,> 10M & <= 100M,2018
said-uk,7.5.3,Budget Period must not be longer than one year.,1,No spend data for 2018-2020,
said-uk,6.6.2,Sectors are present at both the activity AND transaction level. Sectors should only be present at activity OR transaction level.,1,No spend data for 2018-2020,
sas_sana,1.10.1,The identifier should not start or end with spaces or newlines.,1,No spend data for 2018-2020,
sas_sana,1.15.1,The identifier should not start or end with spaces or newlines.,1,No spend data for 2018-2020,
sas_sana,1.3.1,The identifier should not start or end with spaces or newlines.,1,No spend data for 2018-2020,
savsign-org,9.3.1,The default currency code is invalid.,1,No spend data for 2018-2020,
savsign-org,1.8.1,The identifier should not start or end with spaces or newlines.,1,No spend data for 2018-2020,
savsign-org,1.14.1,The reporting-org identifier should not start or end with spaces or newlines.,1,No spend data for 2018-2020,
sawdf-admin,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
sccf,7.5.3,Budget Period must not be longer than one year.,76,No spend data for 2018-2020,
sccf,4.1.1,"The activity should specify a default language, or the language must be specified for each narrative element.",449,No spend data for 2018-2020,
sci,0.0.0,No messages for publisher,0,> 10M & <= 100M,2019
sciaf,7.5.3,Budget Period must not be longer than one year.,1,> 1M & <= 10M,2018
sciaf,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,> 1M & <= 10M,2018
sciaf,1.10.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
sciaf,1.4.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
sciaf,1.15.13,"The identifier must not contain any of the symbols /, &, | or ?.",1,> 1M & <= 10M,2018
scibelgium,6.14.1,"When using a policy marker for vocabulary 1, it must include a significance.",1,<=1M,2019
scibelgium,11.2.1,The transaction date must not be in the future.,1,<=1M,2019
scm,6.9.1,The organisation must have an identifier or a narrative.,1,No spend data for 2018-2020,
scm,6.13.1,"When using a reporting organisation policy marker, it must include a narrative.",2,No spend data for 2018-2020,
scnl,6.9.1,The organisation must have an identifier or a narrative.,3,> 10M & <= 100M,2018
scnl,7.5.3,Budget Period must not be longer than one year.,2,> 10M & <= 100M,2018
scnl,8.10.1,"The actual must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",4,> 10M & <= 100M,2018
scnl,8.10.2,The @value should be a valid number for all non-qualitative measures.,3,> 10M & <= 100M,2018
scnl,8.11.1,"If a result has a reference code, the indicator must not have a reference code.",1,> 10M & <= 100M,2018
scnl,8.8.2,The @value should be a valid number for all non-qualitative measures.,2,> 10M & <= 100M,2018
scnl,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",2,> 10M & <= 100M,2018
scnl,1.10.1,The identifier should not start or end with spaces or newlines.,1,> 10M & <= 100M,2018
scnl,1.4.1,The identifier should not start or end with spaces or newlines.,1,> 10M & <= 100M,2018
scnl,1.15.1,The identifier should not start or end with spaces or newlines.,1,> 10M & <= 100M,2018
scnl,6.14.1,"When using a policy marker for vocabulary 1, it must include a significance.",28,> 10M & <= 100M,2018
scnl,8.9.2,The @value should be a valid number for all non-qualitative measures.,3,> 10M & <= 100M,2018
scnl,8.8.1,"The baseline must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",5,> 10M & <= 100M,2018
scnl,3.4.1,Percentages are missing for one or more recipient countries or regions.,5,> 10M & <= 100M,2018
scnl,8.9.1,"The target must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",3,> 10M & <= 100M,2018
scottish_government,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
scss,0.0.0,No messages for publisher,0,<=1M,2020
sct,0.0.0,No messages for publisher,0,<=1M,2020
scuk,0.0.0,No messages for publisher,0,> 10M & <= 100M,2018
sdc_ch,11.1.5,The actual end date of the activity must not be in the future.,3423,> 1B,2018
sdc_ch,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,6,> 1B,2018
sdc_ch,1.14.8,The reporting-org identifier does not start with a known prefix.,6,> 1B,2018
sdc_ch,11.1.3,The actual start date must be before the actual end date.,20,> 1B,2018
sdc_ch,11.1.4,The actual start date of the activity must not be in the future.,3,> 1B,2018
sdc_ch,4.3.1,The title has no narrative content.,4,> 1B,2018
sdc_ch,11.1.2,The planned start date must be before the planned end date.,20,> 1B,2018
sdc_ch,3.6.2,"If the activity has recipient-country or recipient-region information, none of the transactions should have a recipient-country or recipient-region.",3089,> 1B,2018
sddirect,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",2,> 1M & <= 10M,2018
sddirect,1.15.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
sddirect,3.4.1,Percentages are missing for one or more recipient countries or regions.,2,> 1M & <= 10M,2018
sddirect,1.15.13,"The identifier must not contain any of the symbols /, &, | or ?.",2,> 1M & <= 10M,2018
sdn,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,<=1M,2020
seefar,11.1.5,The actual end date of the activity must not be in the future.,1,<=1M,2019
seefar,6.13.1,"When using a reporting organisation policy marker, it must include a narrative.",1,<=1M,2019
seefar,1.3.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2019
sehatkahanicih,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",1,<=1M,2019
self-help-africa,7.5.3,Budget Period must not be longer than one year.,95,> 1B,2020
self-help-africa,11.1.5,The actual end date of the activity must not be in the future.,5,> 1B,2020
self-help-africa,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,108,> 1B,2020
self-help-africa,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",108,> 1B,2020
self-help-africa,9.42.1,The organisation type is invalid.,16,> 1B,2020
self-help-africa,4.3.1,The title has no narrative content.,2,> 1B,2020
self-help-africa,4.4.1,The description has no narrative content.,9,> 1B,2020
self-help-africa,9.9.1,The currency code is invalid.,1,> 1B,2020
self-help-africa,9.94.1,The currency code is invalid.,1,> 1B,2020
self-help-africa,9.77.1,The OECD DAC category is invalid.,108,> 1B,2020
self-help-africa,9.28.1,The document category code is invalid.,5,> 1B,2020
sendacow,6.9.1,The organisation must have an identifier or a narrative.,1,> 1M & <= 10M,2019
sendacow,7.5.3,Budget Period must not be longer than one year.,3,> 1M & <= 10M,2019
sendacow,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",1,> 1M & <= 10M,2019
sendacow,107.2.1,The transaction should also contain a code from the DAC Type of Aid vocabulary.,2,> 1M & <= 10M,2019
sendacow,1.5.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2019
sendacow,6.6.2,Sectors are present at both the activity AND transaction level. Sectors should only be present at activity OR transaction level.,1,> 1M & <= 10M,2019
sendacow,9.90.1,The OECD DAC sector is invalid.,1,> 1M & <= 10M,2019
sense_international,6.9.1,The organisation must have an identifier or a narrative.,1,> 1M & <= 10M,2019
sense_international,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,1,> 1M & <= 10M,2019
sense_international,7.5.2,Budget Value must include a Value Date.,1,> 1M & <= 10M,2019
sense_international,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,> 1M & <= 10M,2019
sense_international,1.10.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2019
sense_international,1.4.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2019
sense_international,1.15.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2019
sense_international,3.1.1,Percentages are missing for one or more recipient countries.,1,> 1M & <= 10M,2019
sense_international,1.5.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2019
sense_international,4.3.1,The title has no narrative content.,1,> 1M & <= 10M,2019
sense_international,4.4.1,The description has no narrative content.,1,> 1M & <= 10M,2019
sense_international,9.93.1,The transaction type is invalid.,1,> 1M & <= 10M,2019
sense_international,6.1.5,The document format must be present.,1,> 1M & <= 10M,2019
sense_international,6.10.1,The participating organisation must have an identifier or a narrative.,1,> 1M & <= 10M,2019
sense_international,6.11.1,The activity must have a planned or actual start date.,1,> 1M & <= 10M,2019
sense_international,9.4.1,The activity date type is invalid.,1,> 1M & <= 10M,2019
sense_international,9.78.1,The sector vocabulary is invalid.,1,> 1M & <= 10M,2019
sense_international,6.3.1,Organisation Type must be present.,1,> 1M & <= 10M,2019
sense_international,1.7.2,Organisation Identifier must be present.,1,> 1M & <= 10M,2019
ser,6.14.1,"When using a policy marker for vocabulary 1, it must include a significance.",1,No spend data for 2018-2020,
ser,3.4.1,Percentages are missing for one or more recipient countries or regions.,1,No spend data for 2018-2020,
sfcg,6.9.1,The provider and receiver organisation must have an organisation identifier or a narrative.,1,> 1M & <= 10M,2019
sfcg,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",2,> 1M & <= 10M,2019
sfcg,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,2,> 1M & <= 10M,2019
sfcg,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",3,> 1M & <= 10M,2019
sfcg,107.2.1,The transaction should also contain a code from the OECD DAC aid type vocabulary.,1,> 1M & <= 10M,2019
sfcg,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal)",1,> 1M & <= 10M,2019
sfd-yemen,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,7,<=1M,2020
sfd-yemen,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,24,<=1M,2020
sfd-yemen,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",180,<=1M,2020
sfd-yemen,6.2.2,"Each activity must have a specified Sector Classification, at either activity level, or for ALL transactions.",7,<=1M,2020
sfd-yemen,1.14.8,The reporting-org identifier does not start with a known prefix.,122,<=1M,2020
sfd-yemen,4.3.1,The title has no narrative content.,187,<=1M,2020
sfd-yemen,4.4.1,The description has no narrative content.,181,<=1M,2020
sfd-yemen,9.9.1,The currency code is invalid.,21,<=1M,2020
sfd-yemen,9.94.1,The currency code is invalid.,21,<=1M,2020
sfd-yemen,9.3.1,The default currency code is invalid.,24,<=1M,2020
sfd-yemen,9.93.1,The transaction type is invalid.,21,<=1M,2020
sfd-yemen,6.11.1,The activity must have a planned or actual start date.,187,<=1M,2020
sfd-yemen,9.78.1,The sector vocabulary is invalid.,180,<=1M,2020
sfd-yemen,6.2.1,Activity Status must be present.,126,<=1M,2020
sg,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,> 1M & <= 10M,2018
sg,8.8.2,The @value should be a valid number for all non-qualitative measures.,1,> 1M & <= 10M,2018
sg,1.4.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
sg,11.2.1,The transaction date must not be in the future.,1,> 1M & <= 10M,2018
sg,11.2.2,The transaction value date must not be in the future.,1,> 1M & <= 10M,2018
sg,1.3.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
sg,1.7.1,The identifier should not start or end with spaces or newlines.,2,> 1M & <= 10M,2018
shc,8.10.1,"The actual must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",1,<=1M,2018
shc,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,<=1M,2018
shelterbox,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
shiftproject,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,9,No spend data for 2018-2020,
shiftproject,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",9,No spend data for 2018-2020,
shn,0.0.0,No messages for publisher,0,<=1M,2018
shtrii_shakti,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
si,9.76.1,The OECD DAC sector is invalid.,1,No spend data for 2018-2020,
si-mfa,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,1,> 1M & <= 10M,2020
si-mfa,107.2.1,The transaction should also contain a code from the DAC Type of Aid vocabulary.,5,> 1M & <= 10M,2020
sida,9.76.1,The OECD DAC sector is invalid.,61,> 1B,2018
sida,11.1.2,The planned start date must be before the planned end date.,2,> 1B,2018
sida,9.51.1,The recipient region code is invalid.,729,> 1B,2018
signal,6.9.1,The organisation must have an identifier or a narrative.,1,No spend data for 2018-2020,
signal,1.5.1,The identifier should not start or end with spaces or newlines.,1,No spend data for 2018-2020,
silsab1-_,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,No spend data for 2018-2020,
simavi,4.4.1,The description has no narrative content.,8,> 10M & <= 100M,2020
simavi,9.88.1,The organisation type is invalid.,1,> 10M & <= 100M,2020
simavi,9.89.1,The organisation type is invalid.,1,> 10M & <= 100M,2020
simlab,7.5.3,Budget Period must not be longer than one year.,1,No spend data for 2018-2020,
simlab,9.76.1,The OECD DAC sector is invalid.,2,No spend data for 2018-2020,
simlab,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",1,No spend data for 2018-2020,
simlab,6.6.2,Sectors are present at both the activity AND transaction level. Sectors should only be present at activity OR transaction level.,1,No spend data for 2018-2020,
simlab,9.90.1,The OECD DAC sector is invalid.,1,No spend data for 2018-2020,
simlab,1.8.1,The identifier should not start or end with spaces or newlines.,1,No spend data for 2018-2020,
simone_sympany,7.5.3,Budget Period must not be longer than one year.,1,No spend data for 2018-2020,
simprints,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
sinda,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,1,<=1M,2019
sinda,1.10.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2019
sinda,1.4.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2019
sinda,1.15.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2019
sinda,1.5.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2019
siren,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
siwi,6.9.1,The organisation must have an identifier or a narrative.,1,> 10M & <= 100M,2020
