year,reporting_org_ref,value_usd
2017,GB-CHC-1125217,72527.0900930241
2016,GB-CHC-1125217,32448.9864400137
2020,GB-COH-1100897,5943985.65117767
2019,GB-COH-1100897,8298303.56978683
2018,GB-COH-1100897,8342527.01340692
2017,GB-COH-1100897,10392979.1537818
2016,GB-COH-1100897,6354454.63536035
2015,GB-COH-1100897,4354218.69084457
2014,GB-COH-1100897,3511810.31142102
2013,GB-COH-1100897,1972356.55977919
2012,GB-COH-1100897,374838.977366102
2019,GH-RGD-99389,236931.146060923
2018,GH-RGD-99389,40591.7358524028
2019,GB-CHC-1047608,45567.3107793516
2018,GB-CHC-1047608,202034.169576076
2020,DK-CVR-20699310,166545945.534002
2019,DK-CVR-20699310,7643222.87460264
2018,DK-CVR-20699310,143677954.330567
2017,DK-CVR-20699310,2941358.84710822
2016,DK-CVR-20699310,63864.4311552504
2015,GB-CHC-1112699,52385.5057925099
2014,GB-CHC-1112699,28835.6082182912
2013,GB-CHC-1112699,5376.98837636734
2019,GB-COH-04154075,1089904.22407795
2016,GB-COH-04154075,345896.825812691
2015,GB-COH-04154075,1136847.61854789
2014,GB-COH-04154075,777096.84338683
2013,GB-COH-04154075,754970.257397859
2012,GB-COH-04154075,834297.99438405
2017,XM-DAC-41116,44853205.96
2018,XI-GRID-grid.442465.5,24920
2020,GB-COH-1858644,35765311.1049068
2019,GB-COH-1858644,47440766.2191395
2018,GB-COH-1858644,63531561.5667699
2017,GB-COH-1858644,62796808.3237923
2016,GB-COH-1858644,19418761.6250175
2015,GB-COH-1858644,8019236.75038773
2015,GB-CHC-1123946,640414.395072029
2014,GB-CHC-1123946,639360.902701115
2013,GB-CHC-1123946,289746.650636068
2018,SE-ON-802007-2446,314010932.797638
2020,XM-DAC-41304,156683950
2019,XM-DAC-41304,429055926
2018,XM-DAC-41304,343285710
2017,XM-DAC-41304,261282571
2016,XM-DAC-41304,168164751
2015,XM-DAC-41304,76986119
2019,CA-CRA_ACR-10784-8319-RR0001,2037448.33037083
2018,CA-CRA_ACR-10784-8319-RR0001,1193268.37502652
2018,CO-RUE-860049972,13920
2020,XM-DAC-236,282689985090.436
2019,XM-DAC-236,2357391073123.71
2018,XM-DAC-236,1297171091795.8
2014,XI-IATI-1001,133896.986380358
2019,GB-CHC-313139,99000.9025407984
2018,GB-CHC-313139,120738.007929958
2017,GB-CHC-313139,216408.065796779
2016,GB-CHC-313139,91150.0404222124
2012,GB-CHC-313139,23693.0786780499
2011,GB-CHC-313139,56493.8460783175
2013,NP-DAO-27-127/062/063,222852252.923767
2020,GB-COH-RC000660,130176.253117481
2019,GB-COH-RC000660,460309.527394514
2018,GB-COH-RC000660,379131.918457667
2019,BJ-IFU-4201710116446,101150204938.908
2020,ET-CSA-8744,3299816.95
2019,ET-CSA-8744,8744641.88
2019,UG-NGB-5914-129,1661877.67428021
2018,UG-NGB-5914-129,1985051.53689214
2017,UG-NGB-5914-129,2251891.70569505
2016,UG-NGB-5914-129,1309923.43248636
2015,GB-CHC-1089879,33060.5758806625
2014,GB-CHC-1089879,84556.0497433939
2013,GB-CHC-1089879,79044.3059283496
2012,GB-CHC-1089879,196368.549006475
2011,GB-CHC-1089879,81492.9794250331
2010,GB-CHC-1089879,80379.0485282152
2009,GB-CHC-1089879,25322.8312449861
2016,TZ-BRE-63966,8118889
2015,TZ-BRE-63966,14175037
2014,TZ-BRE-63966,14429075.95
2013,TZ-BRE-63966,13932394
2012,TZ-BRE-63966,9600700
2011,TZ-BRE-63966,5147059
2010,TZ-BRE-63966,3576868
2009,TZ-BRE-63966,2980537.2
2019,TZ-BRLA-63966,5356561
2018,TZ-BRLA-63966,5830921
2017,TZ-BRLA-63966,6691809
2020,GB-COH-07627789,322892.167900796
2019,GB-COH-07627789,915385.646591523
2018,GB-COH-07627789,722286.152642599
2017,GB-COH-07627789,110986.167260956
2019,HK-CR-2091642,476761.725520259
2020,JE-FSC-NPO_1108,72994.4268611253
2019,JE-FSC-NPO_1108,120111.803634637
2018,JE-FSC-NPO_1108,47401.1938088311
2020,GB-CHC-1065972,40438856.2337404
2019,GB-CHC-1065972,63744252.406498
2018,GB-CHC-1065972,273207142.951738
2017,GB-CHC-1065972,271754359.010045
2016,GB-CHC-1065972,42643903.3471484
2015,GB-CHC-1065972,15022637.2261114
2014,GB-CHC-1065972,6609128.82136464
2013,GB-CHC-1065972,2655504.011083
2001,GB-CHC-1065972,359236.856765561
2018,NL-KVK-40530953,320129.676375556
2019,SN-NINEA-621108990A0,61873.9900803368
2018,SN-NINEA-621108990A0,660342.468741486
2017,SN-NINEA-621108990A0,360164.112709141
2019,NL-KVK-51756811,8529835.05327348
2018,NL-KVK-51756811,7565494.64491125
2017,NL-KVK-51756811,5820248.2359416
2016,NL-KVK-51756811,1762839.38614851
2020,CA-CRA_ACR-869974816,1726781.45178749
2019,CA-CRA_ACR-869974816,2941652.40280434
2018,CA-CRA_ACR-869974816,2412665.96580152
2017,CA-CRA_ACR-869974816,1117656.27745364
2016,CA-CRA_ACR-869974816,432601.253832445
2020,XM-OCHA-FTS18563,61891
2020,NL-KVK-40530467,1210589.64466651
2019,NL-KVK-40530467,10908495.9197369
2018,NL-KVK-40530467,9994284.63555242
2017,NL-KVK-40530467,5484385.39594137
2016,NL-KVK-40530467,8520286.14302131
2015,NL-KVK-40530467,5090006.02434333
2020,NL-KVK-41180885,6501577.90136908
2019,NL-KVK-41180885,14126329.3549185
2018,NL-KVK-41180885,15061594.9890173
2017,NL-KVK-41180885,14399255.9557219
2016,NL-KVK-41180885,8088577.95991796
2019,BE-BCE_KBO-0415365777,860817.747114174
2018,BE-BCE_KBO-0415365777,724021.917789651
2017,BE-BCE_KBO-0415365777,741016.814589625
2020,US-EIN-98-0513530,1375887.00805444
2020,CH-FDJP-CHE106823242,1018580.14963165
2019,CH-FDJP-CHE106823242,383843.627029311
2019,﻿CH-4,733225.643647717
2018,﻿CH-4,479808.963907219
2017,﻿CH-4,766488.109025777
2019,BE-BCE_KBO-0479222461,1267815.18789386
2018,BE-BCE_KBO-0479222461,1251425.42411122
2017,BE-BCE_KBO-0479222461,1228206.48595504
2019,US-DOS-64562614,147530037
2018,MW-CNM-BCM-CF,13469.1916833837
2017,MW-CNM-BCM-CF,52133.0189128309
2016,MW-CNM-BCM-CF,64829.3485312173
2018,MZ-NUIT-600000381,3926130.68167112
2017,MZ-NUIT-600000381,3636389.74212513
2015,GB-CHC-1114944,42964.1613942739
2014,GB-CHC-1114944,31687.4808910745
2013,GB-CHC-1114944,72602.4507953844
2020,NL-KVK-53521129,150980.468748959
2019,NL-KVK-53521129,35188629.7286402
2018,NL-KVK-53521129,25239035.3656157
2017,NL-KVK-53521129,34436541.0216069
2016,NL-KVK-53521129,27285361.3897695
2020,US-EIN-471065461,278792.724543799
2019,US-EIN-471065461,970731.396556029
2018,US-EIN-471065461,1032100.17567928
2017,US-EIN-471065461,969545.777704023
2016,US-EIN-471065461,1101223.15125014
2020,GB-COH-2394229,6357091.61133814
2019,GB-COH-2394229,19526450.8146321
2018,GB-COH-2394229,47576953.3974118
2017,GB-COH-2394229,72205770.31508
2016,GB-COH-2394229,40454551.7034665
2015,GB-COH-2394229,49162402.0264437
2016,GB-COH-02394229,12942007.6181594
2015,GB-COH-02394229,18557769.8405715
2014,GB-COH-5419428,150772.758617146
2013,GB-COH-5419428,240935.196937409
2020,NL-KVK-40594571,9500771.8162449
2019,NL-KVK-40594571,14130752.0402766
2018,NL-KVK-40594571,11553953.7442652
2017,NL-KVK-40594571,9377122.40376422
2016,NL-KVK-40594571,9576313.12202111
2016,MZ-MOJ-F30G1No89,11022.7749591685
2015,MZ-MOJ-F30G1No89,13303.086970195
2014,MZ-MOJ-F30G1No89,2811.07271550205
2013,MZ-MOJ-F30G1No89,0
2017,CA-CRA_ACR-872374426,218300.573990405
2020,GB-CHC-1141552,80320.7903631735
2019,GB-CHC-1141552,38620.8440194945
2020,DK-CVR-20453672,189197377.66602
2020,NL-KVK-60633468,1002980.23750721
2019,NL-KVK-60633468,2144887.58072007
2018,NL-KVK-60633468,2860004.82553293
2017,NL-KVK-60633468,3216176.87727749
2019,BE-BCE_KBO-0451461655,2022884.70895935
2018,BE-BCE_KBO-0451461655,1007866.4700546
2017,BE-BCE_KBO-0451461655,473701.60163184
2020,NL-KVK-41179943,11808906.4620436
2019,NL-KVK-41179943,8177442.0562935
2018,NL-KVK-41179943,6438794.2314533
2017,NL-KVK-41179943,3616404.81552416
2016,NL-KVK-41179943,3640197.35539312
2019,GB-CHC-1013587,189413.982969969
2018,GB-CHC-1013587,205935.196943936
2017,GB-CHC-1013587,313461.897056835
2016,GB-CHC-1013587,126651.032054373
2015,GB-CHC-1013587,103164.33956954
2018,ZW-PVO-WO1789,107108.918255708
2017,ZW-PVO-WO1789,143557.817908301
2016,ZW-PVO-WO1789,182088.230838582
2015,ZW-PVO-WO1789,44177.9507380418
2020,GB-CHC-1128267-8,966330.615998611
2019,GB-CHC-1128267-8,1117282.8130314
2018,GB-CHC-1128267-8,1158636.51045277
2017,GB-CHC-1128267-8,3454506.85941732
2016,GB-CHC-1128267-8,3045676.69159482
2015,GB-CHC-1128267-8,3645081.10204224
2014,GB-CHC-1128267-8,1351431.61761597
2013,GB-CHC-1128267-8,551044.990368872
2012,GB-CHC-1128267-8,230174.211424919
2020,US-EIN-13-3622707,1221607.69092838
2019,US-EIN-13-3622707,788996.985749163
2018,US-EIN-13-3622707,81100.0229055089
2016,GB-CHC-1143852,80273.7485644683
2015,GB-CHC-1143852,168147.427221537
2014,GB-CHC-1143852,162467.360635056
2013,GB-CHC-1143852,84448.5881066312
2019,AF-MOE-138,4757841.39
2018,AF-MOE-138,2641647.59
2017,AF-MOE-138,553443.130315955
2015,GB-CHC-207076,25645.4087067831
2014,GB-CHC-207076,55387.2935041103
2013,GB-CHC-207076,93556.6073616626
2012,GB-CHC-207076,138770.380235731
2011,GB-CHC-207076,48.5103255441367
2016,GB-COH-04589451,65787.7797993775
2015,GB-COH-04589451,77362.2672859495
2014,GB-COH-04589451,138853.534294774
2013,GB-COH-04589451,211820.15371785
2020,GB-CHC-1058162,11951272957.0377
2019,GB-CHC-1058162,4904353108.03608
2019,BE-BCE_KBO-0448723978,1506502.23701147
2018,BE-BCE_KBO-0448723978,1222625.18795155
2017,BE-BCE_KBO-0448723978,1194141.89821851
2020,GB-COH-05126149,1540202.74954283
2019,GB-COH-05126149,2955463.66292842
2018,GB-COH-05126149,2467772.91920788
2017,GB-COH-05126149,2651337.95089765
2016,GB-COH-05126149,205403.006535566
2019,GB-CHC-1112842,901040.55361911
2018,GB-CHC-1112842,994234.814764624
2017,GB-CHC-1112842,244905.474939413
2018,CR-RPJ-3-006-125548,446740
2018,US-EIN-84-1648607,141862.59
2017,US-EIN-84-1648607,20000
2019,GB-CHC-297716,46722.4126575018
2015,GB-CHC-291691,1938.33548247019
2014,GB-CHC-291691,175308.615017616
2013,GB-CHC-291691,150638.67408186
2012,GB-CHC-291691,195209.646011058
2011,GB-CHC-291691,54879.3725300473
2010,GB-CHC-291691,107656.757502607
2009,GB-CHC-291691,41215.2408316136
2020,US-EIN-11-3580024,4127408.83
2019,US-EIN-11-3580024,1135000
2020,US-EIN-94-3045180,24138
2019,US-EIN-94-3045180,450872.064689251
2018,US-EIN-94-3045180,354850.653428471
2012,GB-CHC-327461,30050.4622699988
2019,FR-RCS-519655997,1481805165.12415
2019,BE-BCE_KBO-0546740696,26791724.6559767
2018,BE-BCE_KBO-0546740696,23757192.3855685
2017,BE-BCE_KBO-0546740696,20038142.5262606
2019,BE-BCE_KBO-0408095925,205945.897701555
2018,BE-BCE_KBO-0408095925,191735.746212372
2017,BE-BCE_KBO-0408095925,122961.668235491
2020,GB-COH-213890,39487256.1755404
2019,GB-COH-213890,60170024.5518017
2018,GB-COH-213890,55558808.4043544
2017,GB-COH-213890,92963263.0083462
2016,GB-COH-213890,91243783.4963756
2015,GB-COH-213890,69815739.6006798
2014,GB-COH-213890,39382699.6673664
2013,GB-COH-213890,30715522.3187984
2012,GB-COH-213890,27921282.1409294
2011,GB-COH-213890,16180963.1809965
2010,GB-COH-213890,6810890.91765375
2009,GB-COH-213890,2525656.11698353
2008,GB-COH-213890,686820.602314011
2007,GB-COH-213890,103548.355429876
2019,XI-GRID-grid.9829.a,337742.17
2020,UG-NGB-3329,56765.4977886937
2019,UG-NGB-3329,82754.528711175
2020,NP-SWC-24,86277.6412381929
2019,BE-BCE_KBO-0415426155,245717.643575527
2018,BE-BCE_KBO-0415426155,176610.894934905
2017,BE-BCE_KBO-0415426155,153168.948064458
2020,KE-RCO-CPR/2009/5689,10736129
2019,KE-RCO-CPR/2009/5689,68025904.46
2018,KE-RCO-CPR/2009/5689,1067068
2020,NL-KVK-41149287,11987770.4896069
2019,NL-KVK-41149287,20122509.6431661
2018,NL-KVK-41149287,11340803.9016503
2017,NL-KVK-41149287,12093274.2641757
2016,NL-KVK-41149287,10192100.5789772
2015,NL-KVK-41149287,0
2020,NL-KVK-27264198,127551.575128035
2019,NL-KVK-27264198,239553.855403075
2018,NL-KVK-27264198,229163.182183823
2017,NL-KVK-27264198,212559.760268441
2016,NL-KVK-27264198,180069.054038334
2019,BE-BCE_KBO-0463729878,8569.22697534225
2018,BE-BCE_KBO-0463729878,8185.79106889682
2017,BE-BCE_KBO-0463729878,7489067.51473143
2020,IE-CHY-20041069,131215.100740716
2019,IE-CHY-20041069,194175.932809931
2018,IE-CHY-20041069,190223.367729628
2019,BE-BCE_KBO-0415627875,4831249.83451174
2018,BE-BCE_KBO-0415627875,3144803.68975465
2017,BE-BCE_KBO-0415627875,2249708.27490647
2019,SE-ON-802017-3517,25257077.5483533
2019,GB-CHC-1055436,1400715.46756891
2018,GB-CHC-1055436,436532.939021805
2017,GB-CHC-1055436,118262.166922183
2020,BE-BCE_KBO-0453475391,2601077.95973353
2019,BE-BCE_KBO-0453475391,3331766.0675862
2018,BE-BCE_KBO-0453475391,1180473.17067955
2017,BE-BCE_KBO-0453475391,827281.534131935
2016,BE-BCE_KBO-0453475391,603191.467648943
2015,BE-BCE_KBO-0453475391,165644.856228576
2019,KE-RCO-84486,3695439905.81365
2018,KE-RCO-84486,17193.3123879095
2020,US-EIN-52-5170039,210394.003082269
2019,US-EIN-52-5170039,172498.189155154
2018,US-EIN-52-5170039,45793.9790675541
2019,TZ-TRA-110-664-087,951029011536.077
2018,TZ-TRA-110-664-087,4265865113080.69
2018,ML-NIF-082208943A,495302510446.692
2014,GB-COH-06407873,91542.561052701
2013,GB-COH-06407873,1624606.11535977
2012,GB-COH-06407873,205866.996440778
2020,GB-COH-RC000797,364266.785518705
2019,GB-COH-RC000797,96296.1593604132
2018,GB-COH-RC000797,34453.7910651605
2020,LB-MOI-110,563497.25
2019,BE-BCE_KBO-0418399305,161947.867307809
2018,BE-BCE_KBO-0418399305,137196.324014875
2017,BE-BCE_KBO-0418399305,147527.640009305
2016,GB-CHC-1108464,27855.582447084
2015,GB-CHC-1108464,52626.2664296995
2014,GB-CHC-1108464,56100.093115091
2013,GB-CHC-1108464,14761.4406978893
2016,IN-AR-775,1656.76887536794
2015,IN-AR-775,80849.7725763219
2014,IN-AR-775,93239.6740591602
2013,IN-AR-775,84090.3956314598
2019,ML-NIF-055000335T,403764585560.454
2020,SE-ON-802425-8702,15606712.3502516
2019,SE-ON-802425-8702,1380918.63759314
2019,BE-BCE_KBO-0451516390,976340.936405327
2018,BE-BCE_KBO-0451516390,641063.515315745
2017,BE-BCE_KBO-0451516390,550195.496019519
2018,NL-CCI-20081098,1159593.94449677
2017,NL-CCI-20081098,3446936.52026062
2016,NL-CCI-20081098,8375590.40866288
2015,NL-CCI-20081098,7644344.98990542
2014,NL-CCI-20081098,6004998.3364705
2013,NL-CCI-20081098,5263089.00505632
2012,NL-CCI-20081098,414725.849539258
2017,GB-COH-1115482,187139.82923805
2016,GB-COH-1115482,149673.254035522
2015,GB-COH-1115482,1447.34502698654
2020,GB-CHC-1115482,242443.999161003
2019,GB-CHC-1115482,54950.0265762036
2017,GB-CHC-1115482,62741.7711205482
2016,GB-CHC-1115482,95439.6230239696
2015,GB-CHC-1115482,22726.0346506498
2017,GB-CHC-1054369,4083.72856359472
2016,GB-CHC-1054369,14042.3569912435
2015,GB-CHC-1054369,15616.8064441606
2014,GB-CHC-1054369,15914.0060262771
2020,US-EIN-91-1157127,1958055.23190638
2019,US-EIN-91-1157127,4898627.29669532
2018,US-EIN-91-1157127,2543035.54625818
2017,US-EIN-91-1157127,1496776.40106502
2016,US-EIN-91-1157127,99316.0132562681
2015,GB-CHC-1024903,32836.6137147204
2014,GB-CHC-1024903,24048.9902733411
2020,GB-CHC-206658,12157.2844138792
2020,GB-CHC-1109789,167342.046962592
2019,GB-CHC-1109789,368696.837336409
2018,GB-CHC-1109789,319432.713319447
2017,GB-CHC-1109789,452577.256017049
2016,GB-CHC-1109789,814365.442487171
2015,GB-CHC-1109789,276127.38730179
2014,GB-CHC-1109789,313755.761973136
2015,sacu,63892.4324209914
2014,sacu,177924.137066941
2013,sacu,366780.76182701
2015,21-PK-WWF,71092.1511847109
2019,XM-DAC-576,1.7e+08
2018,TZ-TRA-101-091-759,31500
2019,GH-DSW-2000,172543.948177558
2018,GH-DSW-2000,480500.306480662
2019,XI-IATI-NSO,2137530.47623221
2018,XI-IATI-NSO,4430040.16702569
2017,XI-IATI-NSO,6169047.60959357
2016,XI-IATI-NSO,1402986.83803789
2015,XI-IATI-NSO,4138532.67618909
2016,MZ-MOJ-203D,6763.49775532121
2015,MZ-MOJ-203D,7539.86326644677
2014,MZ-MOJ-203D,10494.8885202584
2013,MZ-MOJ-203D,0
2013,NL-KVK-41188664,2901091.29856276
2020,US-EIN-11-3803281,2143447.48
2019,US-EIN-11-3803281,3318115.196
2018,US-EIN-11-3803281,3249811.31
2017,US-EIN-11-3803281,3505497.72
2020,GB-COH-4887855,53560.094758738
2019,GB-COH-4887855,102717.562728663
2018,GB-COH-4887855,80300.6302719301
2016,GB-COH-4887855,29489.9635510229
2015,GB-COH-4887855,68946.7109036275
2014,GB-COH-4887855,30076.0739136817
2020,IN-MCA-U74140DL1998PLC097579,2098603.41213743
2018,SE-ON-802004-1524,983565548.378798
2019,BE-BCE_KBO-0420790948,202327.018657922
2018,BE-BCE_KBO-0420790948,182402.793474194
2017,BE-BCE_KBO-0420790948,175330.968481868
2020,ZW-PVO-26/79,31012.23
2019,ZW-PVO-26/79,271719.11
2018,ZW-PVO-26/79,25452.6
2017,ZW-PVO-26/79,79792.29
2019,NG-CAC-692943,3281701132.63384
2018,NG-CAC-692943,20586522854.229
2019,GB-COH-03613839,11987.1348263155
2016,GB-COH-03613839,151213.383654799
2015,GB-COH-03613839,632194.465296436
2020,CH-FDJP-106064950,2730554.95095697
2019,CH-FDJP-106064950,3525240.95623797
2018,CH-FDJP-106064950,2066154.68980546
2017,CH-FDJP-106064950,1703781.06023603
2016,CH-FDJP-106064950,527736.738169865
2020,GB-CHC-1049160,250763.155535951
2019,GB-CHC-1049160,399955.213492599
2018,GB-CHC-1049160,370969.642198259
2017,GB-CHC-1049160,115671.47007311
2016,GB-CHC-1049160,327202.8579302
2015,GB-CHC-1049160,270297.611025939
2014,GB-CHC-1049160,190164.106028919
2013,GB-CHC-1049160,198543.314298325
2012,GB-CHC-1049160,58610.8575766614
2020,US-EIN-US-EIN-300739799,30564606242.3636
2020,GB-CHC-328273,171052.585940258
2019,GB-CHC-328273,92220.5073676932
2018,GB-CHC-328273,26974.3171818409
2016,GB-CHC-328273,103409.706547503
2015,GB-CHC-328273,161131.289582233
2014,GB-CHC-328273,63983.8208141514
2020,US-EIN-14-1945286,214197
2019,US-EIN-14-1945286,42832
2018,US-EIN-14-1945286,42832
2017,US-EIN-14-1945286,382686
2020,NL-KVK-34148682,2686723.66253869
2019,NL-KVK-34148682,1719311.19583492
2018,NL-KVK-34148682,2165884.11812956
2017,NL-KVK-34148682,2431121.70769648
2016,NL-KVK-34148682,1619103.31943686
2020,NL-KVK-70333564,143983.869633303
2019,NL-KVK-70333564,92481.3579004927
2018,NL-KVK-70333564,305.757992731062
2016,GB-COH-8835431,104404.848152795
2015,GB-COH-8835431,27026.4302019843
2020,IE-CHY-6663,20955859553369.4
2020,GB-CHC-1157722,14651.2912272466
2019,GB-CHC-1157722,104342654.890626
2018,GB-CHC-1157722,40140.6466938468
2019,BE-BCE_KBO-0431955945,433597.852789311
2018,BE-BCE_KBO-0431955945,426691.918777174
2017,BE-BCE_KBO-0431955945,332697.431645598
2020,NL-KVK-30214009,10240846.1188014
2019,NL-KVK-30214009,23376526.5007862
2018,NL-KVK-30214009,23121013.9900364
2017,NL-KVK-30214009,22472885.9674894
2016,NL-KVK-30214009,18756550.0166223
2015,NL-KVK-30214009,426990.944464212
2014,NL-KVK-30214009,0
2013,NL-KVK-30214009,0
2012,NL-KVK-30214009,0
2019,BE-BCE_KBO-0425410524,5681299.20831261
2018,BE-BCE_KBO-0425410524,5275972.43049648
2017,BE-BCE_KBO-0425410524,4949096.27740093
2018,US-EIN-20-4451390,4785488
2017,US-EIN-20-4451390,5938624.45
2016,US-EIN-20-4451390,1596699.5
2015,US-EIN-20-4451390,4191870
2014,US-EIN-20-4451390,30000
2020,KE-RSO-14210,2430678129.79863
2019,KE-RSO-14210,4717151910.43287
2018,KE-RSO-14210,2903949188.58664
2017,KE-RSO-14210,278970690.291371
2020,GB-COH-RC000297,312381.344983276
2019,GB-COH-RC000297,1444009.81346356
2018,GB-COH-RC000297,1094211.61934939
2017,GB-COH-RC000297,846741.743332562
2019,NP-SWC-10136,280248421.013638
2018,NP-SWC-10136,522733304.115019
2019,BE-BCE_KBO-0413119733,5715630.54646134
2018,BE-BCE_KBO-0413119733,5392671.89823147
2017,BE-BCE_KBO-0413119733,5446004.59826194
2017,BE-GTCF-630789842,380000
2016,BE-GTCF-630789842,3876409.87635154
2020,IE-CHY-20009601,715308.049581243
2019,IE-CHY-20009601,4137715.11167021
2018,IE-CHY-20009601,4110202.51766611
2017,IE-CHY-20009601,1568002.86237903
2016,IE-CHY-20009601,1087351.58560896
2015,IE-CHY-20009601,196276
2019,NG-CAC-83813,18247594424.2985
2018,NG-CAC-83813,12885848541.585
2017,NG-CAC-83813,16362273121.641
2019,RW-RGB-101-RGB-NGO-2014,24000150394.1518
2018,RW-RGB-101-RGB-NGO-2014,38991316735.6944
2020,GB-COH-06368740,2184491.39602357
2019,GB-COH-06368740,2755194.05284782
2019,BE-BCE_KBO-0422717486,1466956.79556436
2018,BE-BCE_KBO-0422717486,1350872.24424767
2017,BE-BCE_KBO-0422717486,887571.59786912
2020,GB-CHC-1077216,83993.6245922592
2020,GB-COH-02962250,26921.3855645992
2019,GB-COH-02962250,23480.3221726573
2017,XI-IATI-UNPF,4045409607
2016,XI-IATI-UNPF,3634049751
2015,XI-IATI-UNPF,3235475490
2020,GB-CHC-1045348,408317.886263216
2019,GB-CHC-1045348,587785.038833215
2018,GB-CHC-1045348,1222987.7671801
2020,NL-KVK-41153698,135869.737747658
2019,NL-KVK-41153698,719720.782093646
2018,NL-KVK-41153698,706630.631688113
2017,NL-KVK-41153698,591210.833963769
2016,NL-KVK-41153698,686348.800439433
2020,GB-CHC-328206,263335.371656318
2017,GB-CHC-328206,151121.030125511
2016,GB-CHC-328206,582740.356511953
2015,GB-CHC-328206,406920.225538519
2014,GB-CHC-328206,372022.447462566
2013,GB-CHC-328206,215700.369595045
2012,GB-CHC-328206,182117.396715491
2019,BE-BCE_KBO-0407562029,725504.10752267
2018,BE-BCE_KBO-0407562029,623448.376276027
2017,BE-BCE_KBO-0407562029,702856.068153423
2020,GB-COH-2732176,8768744.80490065
2019,GB-COH-2732176,35168756.8725462
2018,GB-COH-2732176,29335214.7420191
2017,GB-COH-2732176,29081683.4901435
2016,GB-COH-2732176,5368234.03307613
2015,GB-COH-2732176,1308038.64237588
2014,GB-COH-2732176,183357.984347622
2018,UG-NGB-10890,681101310341.292
2017,UG-NGB-10890,194633860091.567
2020,RW-RGB-77-RGB-NGO-2013,60566207686.3933
2019,RW-RGB-77-RGB-NGO-2013,312791463768.151
2020,GB-COH-OC301540,9406461.63894908
2019,GB-COH-OC301540,10062001.9863947
2018,GB-COH-OC301540,6732817.52958735
2019,NP-SWC-46024,79455.1928751392
2018,NP-SWC-46024,152046.452272043
2017,NP-SWC-46024,51624.5063458117
2020,GB-CHC-1084729,69653.8813351722
2019,GB-CHC-1084729,124819.850905395
2018,GB-CHC-1084729,81478.7203991148
2017,GB-CHC-1084729,40331.6999275199
2016,GB-CHC-1084729,87004.4139947493
2015,GB-CHC-1084729,34424.3997200637
2014,GB-CHC-1084729,22144.7614497945
2020,XI-IATI-359A08,1362052.98498619
2019,XI-IATI-359A08,1343689.34499146
2018,XI-IATI-359A08,1248841.75426083
2017,XI-IATI-359A08,1199746.82919088
2019,BE-BCE_KBO-0410057701,11548922.5674252
2018,BE-BCE_KBO-0410057701,10382775.5696803
2017,BE-BCE_KBO-0410057701,10168005.6814397
2019,GB-CHC-1062638,24727086.0142506
2018,GB-CHC-1062638,19670020.6469672
2017,GB-CHC-1062638,41030365.1402076
2016,GB-CHC-1062638,9132639.76174783
2015,GB-CHC-1062638,39107731.0493446
2014,GB-CHC-1062638,20087137.0566206
2013,GB-CHC-1062638,32985071.4525312
2019,US-EIN-47-4128047,53047.74
2018,US-EIN-47-4128047,181565.79
2017,US-EIN-47-4128047,556296.65
2016,US-EIN-47-4128047,599520.73
2015,US-EIN-47-4128047,175388.3
2020,NL-KVK-41185216,3968212.32520476
2019,NL-KVK-41185216,4314051.73057694
2018,NL-KVK-41185216,4274383.32226668
2017,NL-KVK-41185216,1850726.5915794
2019,BE-BCE_KBO-0417549465,126034.13157867
2018,BE-BCE_KBO-0417549465,173814.821839278
2017,BE-BCE_KBO-0417549465,90074.5859124172
2020,US-EIN-521750875,67289
2019,US-EIN-521750875,487111.2
2018,US-EIN-521750875,702576.45
2025,KE-NCB-218/051/9384/74,80631.4579119232
2024,KE-NCB-218/051/9384/74,212618.879878829
2023,KE-NCB-218/051/9384/74,194394.221568101
2022,KE-NCB-218/051/9384/74,94721.0038836878
2020,KE-NCB-218/051/9384/74,85579.692866525
2019,KE-NCB-218/051/9384/74,92641.5045011066
2018,KE-NCB-218/051/9384/74,171051.749608916
2017,KE-NCB-218/051/9384/74,228744.346368705
2016,KE-NCB-218/051/9384/74,6406.89404661535
2014,KE-NCB-218/051/9384/74,54568.0811416617
2013,KE-NCB-218/051/9384/74,20974.3183469646
2011,KE-NCB-218/051/9384/74,39239.7808947147
2010,KE-NCB-218/051/9384/74,14096.1294919182
2008,KE-NCB-218/051/9384/74,140620.886147126
2007,KE-NCB-218/051/9384/74,223974.969391526
2006,KE-NCB-218/051/9384/74,206227.703997863
2005,KE-NCB-218/051/9384/74,76657.0957032223
2001,KE-NCB-218/051/9384/74,142936.305743268
2019,BE-BCE_KBO-0445412518,1336350.62657011
2018,BE-BCE_KBO-0445412518,1259752.395389
2017,BE-BCE_KBO-0445412518,1109559.35757536
2020,NO-BRC-980997278,385341924.81774
2019,NO-BRC-980997278,672865731.436222
2019,NL-KVK-41169161,677821.81747967
2018,NL-KVK-41169161,1994667.80985312
2017,NL-KVK-41169161,2381788.60986148
2016,NL-KVK-41169161,2640446.49220761
2019,GB-GOV-52,360018301.084796
2018,GB-GOV-52,72780947.9467855
2020,GB-COH-877338,6502588.18223776
2019,GB-COH-877338,5349819.86981102
2018,GB-COH-877338,4649963.96171697
2017,GB-COH-877338,8547789.42830733
2015,GB-COH-877338,368237.933605941
2018,GB-CHC-1122299,41727.2593811484
2017,GB-CHC-1122299,54030.8111035983
